Time,Year,RegionName,Cases,Population,Incidence
2011,2011,Cyprus,2.0,839751.0,0.23816583
2011,2011,Czechia,324.0,10486731.0,3.08961868
2011,2011,Denmark,373.0,5560628.0,6.70787544
2011,2011,Estonia,478.0,1329660.0,35.9490396
2011,2011,Finland,555.0,5375276.0,10.32505121
2011,2011,France,92.0,64978721.0,
2011,2011,Germany,,80222065.0,
2011,2011,Greece,3.0,11123392.0,0.02697019
2011,2011,Hungary,9.0,9985722.0,0.09012868
2011,2011,Iceland,0.0,318452.0,0.0
2011,2011,Ireland,229.0,4570881.0,5.0099751
2011,2011,Italy,516.0,59948497.0,0.86073884
2011,2011,Latvia,10.0,2074605.0,0.48201946
2011,2011,Lithuania,30.0,3052588.0,0.98277265
2011,2011,Luxembourg,4.0,511840.0,0.78149421
2011,2011,Malta,20.0,414989.0,4.81940485
2011,2011,Netherlands,5447.0,16655799.0,32.70332452
2011,2011,Norway,4405.0,4920305.0,89.52697038
2011,2011,Poland,1669.0,38062718.0,4.38486815
2011,2011,Portugal,32.0,10572721.0,0.30266569
2011,2011,Romania,86.0,20199059.0,0.4257624
2011,2011,Slovakia,936.0,5392446.0,17.3576147
2011,2011,Slovenia,284.0,2050189.0,13.85238141
2011,2011,Spain,2325.0,46667174.0,4.98208869
2011,2011,Sweden,177.0,9415570.0,1.87986494
2011,2011,United Kingdom,1053.0,63022532.0,1.67083099
2012,2012,Austria,571.0,8408121.0,6.79105355
2012,2012,Belgium,500.0,11075889.0,
2012,2012,Bulgaria,102.0,7327224.0,1.39206881
2012,2012,Croatia,0.0,4275984.0,0.0
2012,2012,Cyprus,16.0,862011.0,1.8561248
2012,2012,Czechia,737.0,10505445.0,7.01540962
2012,2012,Denmark,980.0,5580516.0,17.56110008
2012,2012,Estonia,149.0,1325217.0,11.24344164
2012,2012,Finland,541.0,5401267.0,10.01616842
2012,2012,France,196.0,65276983.0,
2012,2012,Germany,,80327900.0,
2012,2012,Greece,56.0,11086406.0,0.50512312
2012,2012,Hungary,5.0,9931925.0,0.0503427
2012,2012,Iceland,36.0,319575.0,11.26496127
2012,2012,Ireland,458.0,4589287.0,9.97976374
2012,2012,Italy,489.0,60105185.0,0.81357373
2012,2012,Latvia,257.0,2044813.0,12.56838644
2012,2012,Lithuania,154.0,3003641.0,5.12711072
2012,2012,Luxembourg,11.0,524853.0,2.09582492
2012,2012,Malta,3.0,417546.0,0.71848371
2012,2012,Netherlands,12853.0,16730348.0,76.82446294
2012,2012,Norway,4247.0,4985870.0,85.18072071
2012,2012,Poland,4684.0,38063792.0,12.30565782
2012,2012,Portugal,237.0,10558950.0,2.24806538
2012,2012,Romania,83.0,20095996.0,0.41301759
2012,2012,Slovakia,950.0,5404322.0,17.57852326
2012,2012,Slovenia,178.0,2055496.0,8.65971035
2012,2012,Spain,1804.0,46818219.0,3.85320082
2012,2012,Sweden,289.0,9482855.0,3.04760538
2012,2012,United Kingdom,9718.0,63495088.0,15.30512092
2013,2013,Austria,580.0,8451860.0,6.86239478
2013,2013,Belgium,799.0,11137974.0,
2013,2013,Bulgaria,89.0,7202556.0,1.23567244
2013,2013,Croatia,109.0,4247803.0,2.56603237
2013,2013,Cyprus,9.0,862854.0,1.03940739
2013,2013,Czechia,1233.0,10516125.0,11.72485112
2013,2013,Denmark,484.0,5602628.0,8.63880307
2013,2013,Estonia,55.0,1320174.0,4.16611749
2013,2013,Finland,192.0,5426674.0,3.53807875
2013,2013,France,108.0,65600350.0,
2013,2013,Germany,,80523746.0,
2013,2013,Greece,40.0,11003615.0,0.36351689
2013,2013,Hungary,20.0,9895250.0,0.20184082
2013,2013,Iceland,31.0,321857.0,9.63160658
2013,2013,Ireland,174.0,4609779.0,3.77458442
2013,2013,Italy,523.0,60277309.0,0.86765651
2013,2013,Latvia,201.0,2023825.0,9.93168875
2013,2013,Lithuania,65.0,2974637.0,2.18714932
2013,2013,Luxembourg,29.0,537039.0,5.39998026
2013,2013,Malta,3.0,421464.0,0.71004404
2013,2013,Netherlands,2982.0,16779575.0,17.77160625
2013,2013,Norway,2608.0,5051275.0,51.63052892
2013,2013,Poland,2182.0,38062535.0,5.73267124
2013,2013,Portugal,106.0,10503889.0,1.01074739
2013,2013,Romania,57.0,20020074.0,0.28471423
2013,2013,Slovakia,907.0,5410836.0,16.76265922
2013,2013,Slovenia,169.0,2058821.0,8.20858151
2013,2013,Spain,1678.0,46712650.0,3.59100314
2013,2013,Sweden,237.0,9555893.0,2.48014497
2013,2013,United Kingdom,4623.0,63905342.0,7.23413701
2014,2014,Austria,370.0,8507786.0,4.34895753
2014,2014,Belgium,1395.0,11180840.0,
2014,2014,Bulgaria,52.0,7117453.0,0.73059843
2014,2014,Croatia,131.0,4217632.0,3.1060083
2014,2014,Cyprus,7.0,860032.0,0.81585081
2014,2014,Czechia,2521.0,10512419.0,23.9811598
2014,2014,Denmark,854.0,5627235.0,15.17619221
2014,2014,Estonia,43.0,1315819.0,3.26792666
2014,2014,Finland,206.0,5451270.0,3.77893591
2014,2014,France,83.0,66165980.0,
2014,2014,Germany,12019.0,80767463.0,14.88099236
2014,2014,Greece,15.0,10926807.0,0.13727706
2014,2014,Hungary,20.0,9850217.0,0.20248315
2014,2014,Iceland,,325671.0,
2014,2014,Ireland,73.0,4637852.0,1.57400451
2014,2014,Italy,670.0,60345917.0,1.11026567
2014,2014,Latvia,82.0,2001468.0,4.0969928
2014,2014,Lithuania,143.0,2947862.0,4.80730926
2014,2014,Luxembourg,6.0,549680.0,1.09154417
2014,2014,Malta,1.0,428156.0,0.23287007
2014,2014,Netherlands,8067.0,16829289.0,47.93428884
2014,2014,Norway,3032.0,5109056.0,59.35821862
2014,2014,Poland,2100.0,38017856.0,5.52372022
2014,2014,Portugal,74.0,10444092.0,0.70967549
2014,2014,Romania,87.0,19947311.0,0.43614901
2014,2014,Slovakia,1123.0,5415949.0,20.73505492
2014,2014,Slovenia,399.0,2061085.0,19.35873581
2014,2014,Spain,2607.0,46495744.0,5.60498117
2014,2014,Sweden,703.0,9644864.0,7.28885342
2014,2014,United Kingdom,3421.0,64351203.0,5.31613993
2015,2015,Austria,579.0,8584926.0,6.74437962
2015,2015,Belgium,1118.0,11237274.0,
2015,2015,Bulgaria,35.0,7029690.0,0.49788824
2015,2015,Croatia,49.0,4180915.0,1.17199225
2015,2015,Cyprus,3.0,860846.0,0.35418791
2015,2015,Czechia,585.0,10538275.0,5.55119315
2015,2015,Denmark,945.0,5659715.0,16.69695382
2015,2015,Estonia,77.0,1314870.0,5.85609223
2015,2015,Finland,165.0,5471753.0,3.01548699
2015,2015,France,17.0,66458153.0,
2015,2015,Germany,8938.0,81197537.0,11.00772305
2015,2015,Greece,17.0,10858018.0,0.15656632
2015,2015,Hungary,5.0,9815858.0,0.05073272
2015,2015,Iceland,4.0,329100.0,1.21543603
2015,2015,Ireland,118.0,4677627.0,2.52264663
2015,2015,Italy,503.0,60295497.0,0.83422481
2015,2015,Latvia,210.0,1986096.0,10.57350702
2015,2015,Lithuania,60.0,2926644.0,2.03537343
2015,2015,Luxembourg,0.0,562958.0,0.0
2015,2015,Malta,0.0,438805.0,0.0
2015,2015,Netherlands,6178.0,16900726.0,36.55464268
2015,2015,Norway,1902.0,5165802.0,36.81906507
2015,2015,Poland,4956.0,38005614.0,13.04017874
2015,2015,Portugal,238.0,10395121.0,2.29401526
2015,2015,Romania,98.0,19870647.0,0.49318977
2015,2015,Slovakia,334.0,5421349.0,6.16082823
2015,2015,Slovenia,68.0,2062874.0,3.29637195
2015,2015,Spain,6863.0,46425722.0,14.77516527
2015,2015,Sweden,603.0,9747355.0,6.18629361
2015,2015,United Kingdom,4288.0,64853393.0,6.61183602
2016,2016,Austria,1291.0,8700471.0,14.83827714
2016,2016,Belgium,1325.0,11311117.0,
2016,2016,Bulgaria,98.0,6938759.0,1.4123563
2016,2016,Croatia,122.0,4131115.0,2.95319786
2016,2016,Cyprus,2.0,863764.0,0.23576036
2016,2016,Czechia,627.0,10553843.0,5.94096387
2016,2016,Denmark,2096.0,5707251.0,36.72521148
2016,2016,Estonia,74.0,1315944.0,5.62333959
