Year,Country,Disease,Cases,Population,Incidence,Pop_Structure_0_14_Pct,Vaccination_Coverage_Pct
2008,Bulgaria,Pertussis,193.0,7518002.0,2.57,15.0,93.0
2008,Croatia,Pertussis,102.0,4311967.0,2.37,15.0,93.0
2008,Cyprus,Pertussis,2.0,776333.0,0.26,15.0,93.0
2008,Czechia,Pertussis,765.0,10343422.0,7.4,16.1,94.0
2008,Denmark,Pertussis,513.0,5475791.0,9.37,15.0,93.0
2008,Estonia,Pertussis,485.0,1338440.0,36.24,15.0,93.0
2008,Finland,Pertussis,1022.0,5300484.0,19.28,15.0,93.0
2008,France,Pertussis,114.0,64007193.0,0.18,17.7,90.0
2008,Germany,Pertussis,,82217837.0,,13.8,92.0
2008,Greece,Pertussis,22.0,11060937.0,0.2,15.0,93.0
2008,Hungary,Pertussis,33.0,10045401.0,0.33,14.4,98.0
2008,Iceland,Pertussis,1.0,315459.0,0.32,15.0,93.0
2008,Ireland,Pertussis,104.0,4457765.0,2.33,15.0,93.0
2008,Italy,Pertussis,339.0,59001769.0,0.57,12.7,94.0
2008,Latvia,Pertussis,14.0,2191810.0,0.64,15.0,93.0
2008,Lithuania,Pertussis,51.0,3212605.0,1.59,15.0,93.0
2008,Luxembourg,Pertussis,2.0,483799.0,0.41,15.0,93.0
2008,Malta,Pertussis,0.0,407832.0,0.0,15.0,93.0
2008,Netherlands,Pertussis,8745.0,16405399.0,53.31,15.0,93.0
2008,Norway,Pertussis,3887.0,4737171.0,82.05,17.0,96.0
2008,Poland,Pertussis,2163.0,38115641.0,5.67,15.3,93.0
2008,Portugal,Pertussis,72.0,10553339.0,0.68,15.0,93.0
2008,Romania,Pertussis,51.0,20635460.0,0.25,15.0,93.0
2008,Slovakia,Pertussis,105.0,5376064.0,1.95,15.8,95.0
2008,Slovenia,Pertussis,182.0,2010269.0,9.05,15.0,93.0
2008,Spain,Pertussis,613.0,45668939.0,1.34,14.2,95.0
2008,Sweden,Pertussis,459.0,9182927.0,5.0,17.5,97.0
2008,United Kingdom,Pertussis,1051.0,61571647.0,1.71,17.8,91.0
2009,Austria,Pertussis,184.0,8335003.0,2.21,15.0,93.0
2009,Belgium,Pertussis,160.0,10753080.0,1.49,15.0,93.0
2009,Bulgaria,Pertussis,251.0,7467119.0,3.36,15.0,93.0
2009,Croatia,Pertussis,102.0,4309796.0,2.37,15.0,93.0
2009,Cyprus,Pertussis,8.0,796930.0,1.0,15.0,93.0
2009,Czechia,Pertussis,954.0,10425783.0,9.15,16.1,94.0
2009,Denmark,Pertussis,541.0,5511451.0,9.82,15.0,93.0
2009,Estonia,Pertussis,629.0,1335740.0,47.09,15.0,93.0
2009,Finland,Pertussis,267.0,5326314.0,5.01,15.0,93.0
2009,France,Pertussis,166.0,64350226.0,0.26,17.7,90.0
2009,Germany,Pertussis,,82002356.0,,13.8,92.0
2009,Greece,Pertussis,27.0,11094745.0,0.24,15.0,93.0
2009,Hungary,Pertussis,33.0,10030975.0,0.33,14.4,98.0
2009,Iceland,Pertussis,0.0,319368.0,0.0,15.0,93.0
2009,Ireland,Pertussis,78.0,4521322.0,1.73,15.0,93.0
2009,Italy,Pertussis,638.0,59420592.0,1.07,12.7,94.0
2009,Latvia,Pertussis,9.0,2162834.0,0.42,15.0,93.0
2009,Lithuania,Pertussis,233.0,3183856.0,7.32,15.0,93.0
2009,Luxembourg,Pertussis,1.0,493500.0,0.2,15.0,93.0
2009,Malta,Pertussis,0.0,410926.0,0.0,15.0,93.0
2009,Netherlands,Pertussis,6461.0,16485787.0,39.19,15.0,93.0
2009,Norway,Pertussis,5544.0,4799252.0,115.52,17.0,96.0
2009,Poland,Pertussis,2390.0,38135876.0,6.27,15.3,93.0
2009,Portugal,Pertussis,64.0,10563014.0,0.61,15.0,93.0
2009,Romania,Pertussis,10.0,20440290.0,0.05,15.0,93.0
2009,Slovakia,Pertussis,288.0,5382401.0,5.35,15.8,95.0
2009,Slovenia,Pertussis,441.0,2032362.0,21.7,15.0,93.0
2009,Spain,Pertussis,473.0,46239273.0,1.02,14.2,95.0
2009,Sweden,Pertussis,281.0,9256347.0,3.04,17.5,97.0
2009,United Kingdom,Pertussis,852.0,62042343.0,1.37,17.8,91.0
2010,Austria,Pertussis,435.0,8351643.0,5.21,15.0,93.0
2010,Belgium,Pertussis,100.0,10839905.0,0.92,15.0,93.0
2010,Bulgaria,Pertussis,54.0,7421766.0,0.73,15.0,93.0
2010,Croatia,Pertussis,45.0,4302847.0,1.05,15.0,93.0
2010,Cyprus,Pertussis,0.0,819140.0,0.0,15.0,93.0
2010,Czechia,Pertussis,661.0,10462088.0,6.32,16.1,94.0
2010,Denmark,Pertussis,372.0,5534738.0,6.72,15.0,93.0
2010,Estonia,Pertussis,1295.0,1333290.0,97.13,15.0,93.0
2010,Finland,Pertussis,343.0,5351427.0,6.41,15.0,93.0
2010,France,Pertussis,49.0,64658856.0,0.08,17.7,90.0
2010,Germany,Pertussis,,81802257.0,,13.8,92.0
2010,Greece,Pertussis,64.0,11119289.0,0.58,15.0,93.0
2010,Hungary,Pertussis,25.0,10014324.0,0.25,14.4,98.0
2010,Iceland,Pertussis,0.0,317630.0,0.0,15.0,93.0
2010,Ireland,Pertussis,114.0,4549428.0,2.51,15.0,93.0
2010,Italy,Pertussis,463.0,59690316.0,0.78,12.7,94.0
2010,Latvia,Pertussis,9.0,2120504.0,0.42,15.0,93.0
2010,Lithuania,Pertussis,19.0,3141976.0,0.6,15.0,93.0
2010,Luxembourg,Pertussis,0.0,502066.0,0.0,15.0,93.0
2010,Malta,Pertussis,0.0,414027.0,0.0,15.0,93.0
2010,Netherlands,Pertussis,3733.0,16574989.0,22.52,15.0,93.0
2010,Norway,Pertussis,3560.0,4858199.0,73.28,17.0,96.0
2010,Poland,Pertussis,1266.0,38022869.0,3.33,15.3,93.0
2010,Portugal,Pertussis,14.0,10573479.0,0.13,15.0,93.0
2010,Romania,Pertussis,29.0,20294683.0,0.14,15.0,93.0
2010,Slovakia,Pertussis,1378.0,5390410.0,25.56,15.8,95.0
2010,Slovenia,Pertussis,611.0,2046976.0,29.85,15.0,93.0
2010,Spain,Pertussis,714.0,46486619.0,1.54,14.2,95.0
2010,Sweden,Pertussis,263.0,9340682.0,2.82,17.5,97.0
2010,United Kingdom,Pertussis,422.0,62510197.0,0.68,17.8,91.0
2011,Austria,Pertussis,288.0,8375164.0,3.44,15.0,93.0
2011,Belgium,Pertussis,268.0,11000638.0,2.44,15.0,93.0
2011,Bulgaria,Pertussis,46.0,7369431.0,0.62,15.0,93.0
2011,Croatia,Pertussis,,4289857.0,,15.0,93.0
2011,Cyprus,Pertussis,2.0,839751.0,0.24,15.0,93.0
2011,Czechia,Pertussis,324.0,10486731.0,3.09,16.1,94.0
2011,Denmark,Pertussis,373.0,5560628.0,6.71,15.0,93.0
2011,Estonia,Pertussis,478.0,1329660.0,35.95,15.0,93.0
