Time,Year,RegionName,Cases,Population,Incidence
2010,2010,Romania,1285.0,20294683.0,6.33170766
2010,2010,Slovakia,4942.0,5390410.0,91.68133778
2010,2010,Slovenia,363.0,2046976.0,17.73347611
2010,2010,Spain,4420.0,46486619.0,
2010,2010,Sweden,3612.0,9340682.0,38.66955325
2010,2010,United Kingdom,9670.0,62510197.0,15.46947612
2011,2011,Austria,1432.0,8375164.0,17.09817264
2011,2011,Belgium,3177.0,11000638.0,
2011,2011,Bulgaria,924.0,7369431.0,12.53828144
2011,2011,Croatia,,4289857.0,
2011,2011,Cyprus,110.0,839751.0,13.09912104
2011,2011,Czechia,8499.0,10486731.0,81.04527521
2011,2011,Denmark,1170.0,5560628.0,21.04078891
2011,2011,Estonia,375.0,1329660.0,28.20269843
2011,2011,Finland,2095.0,5375276.0,38.97474287
2011,2011,France,8685.0,64978721.0,27.84565427
2011,2011,Germany,23982.0,80222065.0,29.89451842
2011,2011,Greece,471.0,11123392.0,4.23431989
2011,2011,Hungary,6169.0,9985722.0,61.77820692
2011,2011,Iceland,45.0,318452.0,14.13085802
2011,2011,Ireland,311.0,4570881.0,6.80393998
2011,2011,Italy,4467.0,59948497.0,7.45139615
2011,2011,Latvia,995.0,2074605.0,47.96093714
2011,2011,Liechtenstein,,36149.0,
2011,2011,Lithuania,2294.0,3052588.0,75.14934868
2011,2011,Luxembourg,125.0,511840.0,24.42169427
2011,2011,Malta,129.0,414989.0,31.08516129
2011,2011,Netherlands,1284.0,16655799.0,12.04535429
2011,2011,Norway,1290.0,4920305.0,26.21788689
2011,2011,Poland,8404.0,38062718.0,22.07934809
2011,2011,Portugal,174.0,10572721.0,1.64574474
2011,2011,Romania,989.0,20199059.0,4.89626769
2011,2011,Slovakia,3897.0,5392446.0,72.26776123
2011,2011,Slovenia,400.0,2050189.0,19.51039635
2011,2011,Spain,3786.0,46667174.0,
2011,2011,Sweden,2887.0,9415570.0,30.66197797
2011,2011,United Kingdom,9454.0,63022532.0,15.00098409
2012,2012,Austria,1773.0,8408121.0,21.08675648
2012,2012,Belgium,3101.0,11075889.0,
2012,2012,Bulgaria,839.0,7327224.0,11.45044835
2012,2012,Croatia,0.0,4275984.0,0.0
2012,2012,Cyprus,90.0,862011.0,10.44070203
2012,2012,Czechia,10056.0,10505445.0,95.72178998
2012,2012,Denmark,1207.0,5580516.0,21.62882428
2012,2012,Estonia,249.0,1325217.0,18.78937562
2012,2012,Finland,2210.0,5401267.0,40.91632574
2012,2012,France,8705.0,65276983.0,27.78225315
2012,2012,Germany,20493.0,80327900.0,25.51168398
2012,2012,Greece,404.0,11086406.0,3.64410251
2012,2012,Hungary,5462.0,9931925.0,54.9943742
2012,2012,Iceland,38.0,319575.0,11.89079245
2012,2012,Ireland,309.0,4589287.0,6.73307204
2012,2012,Italy,4829.0,60105185.0,8.03424862
2012,2012,Latvia,547.0,2044813.0,26.7506124
2012,2012,Liechtenstein,,36475.0,
2012,2012,Lithuania,1762.0,3003641.0,58.66213705
2012,2012,Luxembourg,136.0,524853.0,25.91201726
2012,2012,Malta,88.0,417546.0,21.07552221
2012,2012,Netherlands,2199.0,16730348.0,20.53715499
2012,2012,Norway,1371.0,4985870.0,27.49770852
2012,2012,Poland,7959.0,38063792.0,20.90963506
2012,2012,Portugal,185.0,10558950.0,1.75206815
2012,2012,Romania,698.0,20095996.0,3.47332871
2012,2012,Slovakia,4627.0,5404322.0,85.61666014
2012,2012,Slovenia,392.0,2055496.0,19.0708228
2012,2012,Spain,4224.0,46818219.0,
2012,2012,Sweden,2922.0,9482855.0,30.813505
2012,2012,United Kingdom,8812.0,63495088.0,13.87823889
2013,2013,Austria,1404.0,8451860.0,16.61172806
2013,2013,Belgium,2528.0,11137974.0,
2013,2013,Bulgaria,766.0,7202556.0,10.63511342
2013,2013,Croatia,0.0,4247803.0,0.0
2013,2013,Cyprus,79.0,862854.0,9.12368717
2013,2013,Czechia,9790.0,10516125.0,93.09512772
2013,2013,Denmark,1137.0,5602628.0,20.29404772
2013,2013,Estonia,183.0,1320174.0,13.86180912
2013,2013,Finland,1984.0,5426674.0,36.56014715
2013,2013,France,8927.0,65600350.0,28.35033146
2013,2013,Germany,18696.0,80523746.0,23.21799584
2013,2013,Greece,414.0,11003615.0,3.7623999
2013,2013,Hungary,4953.0,9895250.0,50.05431899
2013,2013,Iceland,48.0,321857.0,14.91345535
2013,2013,Ireland,326.0,4609779.0,7.07192253
2013,2013,Italy,5048.0,60277309.0,8.37462734
2013,2013,Latvia,385.0,2023825.0,19.02338393
2013,2013,Liechtenstein,,36838.0,
2013,2013,Lithuania,1199.0,2974637.0,40.30743919
2013,2013,Luxembourg,120.0,537039.0,22.34474591
2013,2013,Malta,84.0,421464.0,19.93052787
2013,2013,Netherlands,979.0,16779575.0,9.11636617
2013,2013,Norway,1361.0,5051275.0,26.94369243
2013,2013,Poland,7315.0,38062535.0,19.21837313
2013,2013,Portugal,167.0,10503889.0,1.58988732
2013,2013,Romania,1302.0,20020074.0,6.50347246
2013,2013,Slovakia,3807.0,5410836.0,70.35881331
2013,2013,Slovenia,316.0,2058821.0,15.34859028
2013,2013,Spain,4537.0,46712650.0,
2013,2013,Sweden,2842.0,9555893.0,29.74081019
2013,2013,United Kingdom,8465.0,63905342.0,13.24615397
2014,2014,Austria,1654.0,8507786.0,19.44101555
2014,2014,Belgium,2698.0,11180840.0,
2014,2014,Bulgaria,730.0,7117453.0,10.25647798
2014,2014,Croatia,1494.0,4217632.0,35.42272061
2014,2014,Cyprus,88.0,860032.0,10.2321774
2014,2014,Czechia,13255.0,10512419.0,126.08896201
2014,2014,Denmark,1124.0,5627235.0,19.97428577
2014,2014,Estonia,92.0,1315819.0,6.9918431
2014,2014,Finland,1622.0,5451270.0,29.75453426
2014,2014,France,8880.0,66165980.0,27.95998789
2014,2014,Germany,16000.0,80767463.0,19.80995738
2014,2014,Greece,349.0,10926807.0,3.19397972
2014,2014,Hungary,5249.0,9850217.0,53.28816613
2014,2014,Iceland,40.0,325671.0,12.28233401
2014,2014,Ireland,259.0,4637852.0,5.58448178
2014,2014,Italy,4467.0,60345917.0,7.4023235
2014,2014,Latvia,278.0,2001468.0,13.88980488
2014,2014,Liechtenstein,,37129.0,
2014,2014,Lithuania,1145.0,2947862.0,38.84170968
2014,2014,Luxembourg,110.0,549680.0,20.01164313
2014,2014,Malta,132.0,428156.0,30.82988443
2014,2014,Netherlands,970.0,16829289.0,9.0058766
2014,2014,Norway,1118.0,5109056.0,21.88271179
2014,2014,Poland,8042.0,38017856.0,21.1532181
2014,2014,Portugal,244.0,10444092.0,2.33624904
2014,2014,Romania,1512.0,19947311.0,7.57996904
2014,2014,Slovakia,4078.0,5415949.0,75.29613
2014,2014,Slovenia,597.0,2061085.0,28.96532651
2014,2014,Spain,6633.0,46495744.0,
2014,2014,Sweden,2211.0,9644864.0,22.92411795
2014,2014,United Kingdom,8099.0,64351203.0,12.5856233
2015,2015,Austria,1544.0,8584926.0,17.98501233
2015,2015,Belgium,3050.0,11237274.0,27.14181393
2015,2015,Bulgaria,1076.0,7029690.0,15.30650711
2015,2015,Croatia,1593.0,4180915.0,38.1017074
2015,2015,Cyprus,65.0,860846.0,7.55071174
2015,2015,Czechia,12408.0,10538275.0,117.7422301
2015,2015,Denmark,925.0,5659715.0,16.34357913
2015,2015,Estonia,112.0,1314870.0,8.51795234
2015,2015,Finland,1650.0,5471753.0,30.15486992
2015,2015,France,10305.0,66458153.0,32.30416289
2015,2015,Germany,13667.0,81197537.0,16.83179133
2015,2015,Greece,466.0,10858018.0,4.29175932
2015,2015,Hungary,4894.0,9815858.0,49.85809696
2015,2015,Iceland,44.0,329100.0,13.36979641
2015,2015,Ireland,270.0,4677627.0,5.77215754
2015,2015,Italy,3825.0,60295497.0,6.34375731
2015,2015,Latvia,380.0,1986096.0,19.1330127
2015,2015,Liechtenstein,,37366.0,
2015,2015,Lithuania,1082.0,2926644.0,36.97067357
2015,2015,Luxembourg,106.0,562958.0,18.82911336
2015,2015,Malta,126.0,438805.0,28.71434919
2015,2015,Netherlands,974.0,16900726.0,9.00479068
2015,2015,Norway,928.0,5165802.0,17.96429673
2015,2015,Poland,8245.0,38005614.0,21.69416339
2015,2015,Portugal,325.0,10395121.0,3.12646673
2015,2015,Romania,1330.0,19870647.0,6.69328985
2015,2015,Slovakia,4841.0,5421349.0,89.29511824
2015,2015,Slovenia,401.0,2062874.0,19.43889932
2015,2015,Spain,9015.0,46425722.0,
2015,2015,Sweden,2312.0,9747355.0,23.71925512
2015,2015,United Kingdom,9490.0,64853393.0,14.63300462
2016,2016,Austria,1415.0,8700471.0,16.26348734
2016,2016,Belgium,2699.0,11311117.0,23.8614807
2016,2016,Bulgaria,718.0,6938759.0,10.34767168
2016,2016,Croatia,1240.0,4131115.0,30.01610945
2016,2016,Cyprus,77.0,863764.0,8.914472
2016,2016,Czechia,11610.0,10553843.0,110.0073215
2016,2016,Denmark,1081.0,5707251.0,18.94081756
2016,2016,Estonia,351.0,1315944.0,26.67286753
2016,2016,Finland,1512.0,5487308.0,27.55449484
2016,2016,France,8876.0,66638391.0,27.74926943
2016,2016,Germany,12858.0,82175684.0,15.64696437
2016,2016,Greece,735.0,10783748.0,6.81581209
2016,2016,Hungary,4722.0,9779652.0,48.28392666
2016,2016,Iceland,39.0,332529.0,11.72830038
2016,2016,Ireland,299.0,4726286.0,6.32632049
2016,2016,Italy,4134.0,60163712.0,6.87125156
2016,2016,Latvia,454.0,1968957.0,23.05789308
2016,2016,Liechtenstein,,37622.0,
2016,2016,Lithuania,1076.0,2895573.0,37.1601752
2016,2016,Luxembourg,108.0,576249.0,18.74189803
2016,2016,Malta,162.0,449635.0,36.0292237
2016,2016,Netherlands,1150.0,16979120.0,10.58285117
2016,2016,Norway,865.0,5213985.0,16.58999786
2016,2016,Poland,9718.0,37967209.0,25.59577134
2016,2016,Portugal,376.0,10368554.0,3.62634944
2016,2016,Romania,1479.0,19760585.0,7.48459623
2016,2016,Slovakia,5299.0,5426252.0,97.65488222
2016,2016,Slovenia,311.0,2064188.0,15.06645712
2016,2016,Spain,9818.0,46418884.0,
2016,2016,Sweden,2247.0,9851017.0,22.80982765
2016,2016,United Kingdom,9900.0,65379044.0,15.14246675
2017,2017,Austria,1667.0,8772865.0,19.00177422
2017,2017,Belgium,2298.0,11351727.0,20.24361579
2017,2017,Bulgaria,796.0,6849518.0,11.62125568
2017,2017,Croatia,1242.0,4078769.0,30.45036382
2017,2017,Cyprus,59.0,869878.0,6.78256031
2017,2017,Czechia,11473.0,10578820.0,108.45254952
2017,2017,Denmark,1067.0,5748769.0,18.56049529
2017,2017,Estonia,265.0,1315635.0,20.14236471
2017,2017,Finland,1535.0,5503297.0,27.8923707
2017,2017,France,7993.0,66809816.0,24.92460588
2017,2017,Germany,14051.0,82521653.0,17.02704622
2017,2017,Greece,672.0,10768193.0,6.24060137
2017,2017,Hungary,3922.0,9739857.0,40.26753164
2017,2017,Iceland,64.0,338349.0,18.91538027
2017,2017,Ireland,379.0,4799157.0,7.89722028
2017,2017,Italy,3347.0,60066734.0,5.57213581
2017,2017,Latvia,225.0,1950116.0,11.53777518
2017,2017,Liechtenstein,,37810.0,
2017,2017,Lithuania,1005.0,2859077.0,35.15120439
2017,2017,Luxembourg,118.0,590667.0,19.97741536
2017,2017,Malta,107.0,459375.0,23.292517
